JobTitle	Skill	MalePercentage
crane and tower operators	Clean machinery or equipment.	94,8
crane and tower operators	Direct material handling or moving activities.	94,8
industrial truck and tractor operators	Load shipments, belongings, or materials.	91,3
industrial truck and tractor operators	Move materials, equipment, or supplies.	91,3
industrial truck and tractor operators	Secure cargo.	91,3
industrial truck and tractor operators	Operate cranes, hoists, or other moving or lifting equipment.	91,3
industrial truck and tractor operators	Clean vehicles or vehicle components.	91,3
industrial truck and tractor operators	Communicate with others to coordinate material handling or movement.	91,3
industrial truck and tractor operators	Mark materials or objects for identification.	91,3
industrial truck and tractor operators	Operate vehicles or material-moving equipment.	91,3
industrial truck and tractor operators	Position material handling equipment.	91,3
industrial truck and tractor operators	Maintain vehicles in good working condition.	91,3
industrial truck and tractor operators	Inspect cargo areas for cleanliness or condition.	91,3
industrial truck and tractor operators	Install parts, assemblies, or attachments in transportation or material handling equipment.	91,3
industrial truck and tractor operators	Weigh materials to ensure compliance with specifications.	91,3
industrial truck and tractor operators	Operate packing or other material processing equipment.	91,3
cleaners of vehicles and equipment	Connect hoses to equipment or machinery.	84
cleaners of vehicles and equipment	Move materials, equipment, or supplies.	84
cleaners of vehicles and equipment	Monitor engine operation or functioning.	84
cleaners of vehicles and equipment	Apply protective or decorative finishes to workpieces or products.	84
cleaners of vehicles and equipment	Remove debris or damaged materials.	84
cleaners of vehicles and equipment	Drive passenger vehicles.	84
cleaners of vehicles and equipment	Mix substances or compounds needed for work activities.	84
cleaners of vehicles and equipment	Shovel materials.	84
cleaners of vehicles and equipment	Report vehicle or equipment malfunctions.	84
cleaners of vehicles and equipment	Clean machinery or equipment.	84
cleaners of vehicles and equipment	Inspect motor vehicles.	84
cleaners of vehicles and equipment	Acquire supplies or equipment.	84
cleaners of vehicles and equipment	Clean vehicles or vehicle components.	84
cleaners of vehicles and equipment	Operate industrial equipment.	84
cleaners of vehicles and equipment	Maintain vehicles in good working condition.	84
cleaners of vehicles and equipment	Collect samples for analysis or testing.	84
cleaners of vehicles and equipment	Control pumps or pumping equipment.	84
cleaners of vehicles and equipment	Clean facilities or work areas.	84
cleaners of vehicles and equipment	Install parts, assemblies, or attachments in transportation or material handling equipment.	84
cleaners of vehicles and equipment	Test materials, solutions, or samples.	84
laborers and freight stock and material movers hand	Load shipments, belongings, or materials.	78,5
laborers and freight stock and material movers hand	Move materials, equipment, or supplies.	78,5
laborers and freight stock and material movers hand	Mark materials or objects for identification.	78,5
laborers and freight stock and material movers hand	Monitor cargo area conditions.	78,5
laborers and freight stock and material movers hand	Record operational or production data.	78,5
laborers and freight stock and material movers hand	Maintain facilities.	78,5
