JobTitle	Skill	MalePercentage
physical therapists	provide information on the effects of physiotherapy	32,1
physical therapists	communicate in healthcare	32,1
physical therapists	provide treatment strategies for challenges to human health	32,1
physical therapists	accept own accountability	32,1
physical therapists	use different communication channels	32,1
physical therapists	triage clients for physiotherapy	32,1
physical therapists	manage physiotherapy staff	32,1
physical therapists	conduct health related research	32,1
physical therapists	contribute to quality physiotherapy services	32,1
physical therapists	provide self management support	32,1
physical therapists	develop plans related to the transfer of care	32,1
physical therapists	supervise physiotherapist assistants	32,1
physical therapists	deal with emergency care situations	32,1
physical therapists	manage clinical risk	32,1
physical therapists	educate on the prevention of illness	32,1
physical therapists	prescribe healthcare products	32,1
physical therapists	empathise with the healthcare user	32,1
physical therapists	contribute to continuity of health care	32,1
physical therapists	respond to changing situations in health care	32,1
physical therapists	provide learning support in healthcare	32,1
physical therapists	manage a healthcare unit budget	32,1
physical therapists	work in a multicultural environment in health care	32,1
physical therapists	inform policy makers on health-related challenges	32,1
physical therapists	supervise physiotherapy students	32,1
physical therapists	comply with quality standards related to healthcare practice	32,1
physical therapists	work in multidisciplinary health teams	32,1
physical therapists	listen actively	32,1
physical therapists	provide health education	32,1
physical therapists	collect healthcare user's general data	32,1
physical therapists	exert a goal-oriented leadership role towards colleagues	32,1
physical therapists	promote inclusion	32,1
physical therapists	engage in physiotherapy research	32,1
physical therapists	apply organisational techniques	32,1
physical therapists	employ cognitive behaviour treatment techniques	32,1
physical therapists	adhere to organisational guidelines	32,1
physical therapists	maintain physiotherapy equipment	32,1
physical therapists	refer healthcare users	32,1
physical therapists	adjust physiotherapy interventions	32,1
physical therapists	advocate health	32,1
physical therapists	measure effectiveness of the service provided	32,1
physical therapists	create solutions to problems	32,1
physical therapists	record healthcare users' progress related to treatment	32,1
physical therapists	interact with healthcare users	32,1
physical therapists	follow clinical guidelines	32,1
physical therapists	develop strategic plans for physiotherapy services	32,1
physical therapists	comply with legislation related to health care	32,1
physical therapists	develop physiotherapy services	32,1
physician assistants	accept own accountability	29,2
physician assistants	provide test results to medical staff	29,2
physician assistants	interact with healthcare users	29,2
physician assistants	apply context specific clinical competences	29,2
physician assistants	monitor patients' progress related to treatment	29,2
physician assistants	advise on healthcare users' informed consent	29,2
physician assistants	provide pre-treatment information	29,2
physician assistants	answer patients' questions	29,2
physician assistants	comply with legislation related to health care	29,2
physician assistants	inform policy makers on health-related challenges	29,2
physician assistants	ensure safety of healthcare users	29,2
physician assistants	empathise with the healthcare user	29,2
physician assistants	apply organisational techniques	29,2
physician assistants	communicate in healthcare	29,2
